number,incident_state,category,subcategory,symptom,impact_clean,urgency_clean,priority_clean,contact_type,reassignment_count,reopen_count,made_sla,mttr_minutes,assignment_group
INC0031352,Closed,Category 8,Subcategory 281,Symptom 491,Medium,Medium,P3,Phone,2,0,False,18736.0,Group 53
INC0031353,Closed,Category 42,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,69.0,Group 39
INC0031354,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,38.0,Group 70
INC0031355,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,10.0,Group 70
INC0031356,Closed,Category 46,Subcategory 255,Symptom 397,Medium,Medium,P3,Phone,4,0,False,36079.0,Group 57
INC0031358,Closed,Category 26,Subcategory 175,Symptom 491,Medium,Medium,P3,Phone,0,0,True,20.0,Group 70
INC0031361,Closed,Category 53,Subcategory 82,Symptom 534,Medium,Medium,P3,Phone,2,0,True,5315.0,Group 70
INC0031362,Closed,Category 46,Subcategory 255,Symptom 280,Medium,Medium,P3,Phone,1,0,True,8302.0,Group 6
INC0031364,Closed,Category 53,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,25.0,Group 70
INC0031365,Closed,Category 35,Subcategory 28,Symptom 506,Medium,Medium,P3,Phone,0,0,True,27.0,Group 70
INC0031367,Closed,Category 42,Subcategory 223,Symptom 491,Medium,Medium,P3,Phone,0,0,True,47.0,Group 70
INC0031368,Closed,Category 46,Subcategory 223,Symptom 491,High,High,P1,Phone,1,0,False,57620.0,Group 66
INC0031369,Closed,Category 9,Subcategory 164,Symptom 491,Medium,Medium,P3,Phone,1,0,False,77567.0,Group 24
INC0031372,Closed,Category 35,Subcategory 28,Symptom 506,Medium,Medium,P3,Phone,0,0,True,10.0,Group 70
INC0031374,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,7.0,Group 70
INC0031376,Closed,Category 53,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,1431.0,Group 27
INC0031377,Closed,Category 26,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,1,0,False,21202.0,Group 29
INC0031378,Closed,Category 53,Subcategory 174,,Medium,Medium,P3,Phone,0,0,False,16789.0,Group 27
INC0031379,Closed,Category 53,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,12.0,Group 70
INC0031380,Closed,Category 46,Subcategory 247,,Medium,Medium,P3,Phone,0,0,True,1000.0,Group 57
INC0031381,Closed,Category 26,Subcategory 175,Symptom 491,Medium,Medium,P3,Phone,0,0,True,14.0,Group 70
INC0031382,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,1,0,True,57.0,Group 39
INC0031384,Closed,Category 46,Subcategory 88,Symptom 319,Medium,Medium,P3,Phone,1,0,True,995.0,Group 31
INC0031385,Closed,Category 9,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0031386,Closed,Category 57,Subcategory 270,Symptom 596,Medium,Medium,P3,Phone,0,0,True,5371.0,Group 34
INC0031387,Closed,Category 46,Subcategory 223,,Medium,Medium,P3,Phone,0,0,False,10958.0,Group 22
INC0031388,Closed,Category 20,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,18.0,Group 70
INC0031389,Closed,Category 26,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,21.0,Group 70
INC0031391,Closed,Category 46,Subcategory 223,Symptom 491,Medium,Medium,P3,Phone,0,0,False,270276.0,Group 17
INC0031392,Closed,Category 40,Subcategory 44,Symptom 491,Medium,Medium,P3,Phone,0,0,True,3.0,Group 70
INC0031393,Closed,Category 40,Subcategory 44,Symptom 20,Medium,Medium,P3,Phone,2,0,True,6629.0,Group 70
INC0031394,Closed,Category 37,Subcategory 135,Symptom 491,Medium,Medium,P3,Phone,0,0,True,946.0,Group 70
INC0031395,Closed,Category 32,Subcategory 9,,Medium,Medium,P3,Phone,2,0,True,1063.0,Group 70
INC0031396,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0031397,Closed,Category 9,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,2,0,False,41497.0,Group 28
INC0031398,Closed,Category 9,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,1,0,False,11415.0,Group 29
INC0031399,Closed,Category 9,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,False,11413.0,Group 29
INC0031400,Closed,Category 9,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,False,11305.0,Group 29
INC0031401,Closed,Category 9,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,False,11413.0,Group 29
INC0031402,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0031403,Closed,Category 28,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,29.0,Group 70
INC0031404,Closed,Category 37,Subcategory 135,Symptom 491,Medium,Medium,P3,Phone,0,0,True,5501.0,Group 46
INC0031406,Closed,Category 53,Subcategory 82,Symptom 491,Medium,Medium,P3,Phone,1,0,True,8.0,Group 70
INC0031407,Closed,Category 20,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,2,0,False,18979.0,Group 70
INC0031412,Closed,Category 57,Subcategory 184,,Medium,Medium,P3,Phone,2,0,True,658.0,Group 24
INC0031414,Closed,Category 46,Subcategory 191,Symptom 491,Medium,Medium,P3,Phone,0,0,True,542.0,Group 58
INC0031415,Closed,Category 32,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,4.0,Group 70
INC0031416,Closed,Category 20,Subcategory 174,,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0031417,Closed,Category 26,Subcategory 175,Symptom 491,Medium,Medium,P3,Phone,0,0,True,67.0,Group 70
INC0031418,Closed,Category 53,Subcategory 174,,Medium,Medium,P3,Phone,0,0,False,15277.0,Group 70
INC0031420,Closed,Category 20,Subcategory 103,Symptom 387,Medium,Medium,P3,Phone,0,0,True,21.0,Group 70
INC0031421,Closed,Category 32,Subcategory 9,Symptom 105,Medium,Medium,P3,Phone,0,0,True,1.0,Group 70
INC0031422,Closed,Category 46,Subcategory 191,Symptom 56,Medium,Medium,P3,Phone,0,0,True,244.0,Group 58
INC0031423,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,26.0,Group 70
INC0031424,Closed,Category 32,Subcategory 174,,Medium,Medium,P3,Phone,0,0,True,4.0,Group 70
INC0031425,Closed,Category 37,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,2,0,False,36567.0,Group 46
INC0031426,Closed,Category 20,Subcategory 174,,Medium,Medium,P3,Phone,1,0,False,14765.0,Group 25
INC0031427,Closed,Category 20,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,24.0,Group 70
INC0031430,Closed,Category 53,Subcategory 174,,Medium,Medium,P3,Phone,0,0,True,676.0,Group 27
INC0031432,Closed,Category 26,Subcategory 175,,Medium,Medium,P3,Phone,0,0,True,131.0,Group 70
INC0031433,Closed,Category 19,Subcategory 163,Symptom 491,Medium,Medium,P3,Phone,1,0,True,7376.0,Group 24
INC0031435,Closed,Category 26,Subcategory 175,Symptom 116,Medium,Medium,P3,Phone,0,0,True,19.0,Group 70
INC0031436,Closed,Category 46,Subcategory 191,Symptom 56,Medium,Medium,P3,Phone,0,0,True,107.0,Group 58
INC0031437,Closed,Category 23,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,1,0,False,10840.0,Group 29
INC0031438,Closed,Category 19,Subcategory 163,Symptom 454,High,Medium,P2,Phone,2,0,False,598.0,Group 59
INC0031439,Closed,Category 26,Subcategory 175,Symptom 116,Medium,Medium,P3,Phone,0,0,True,152.0,Group 70
INC0031440,Closed,Category 26,Subcategory 175,Symptom 130,Medium,Medium,P3,Phone,0,0,True,15.0,Group 70
INC0031441,Closed,Category 17,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,2,0,True,4327.0,Group 69
INC0031444,Closed,Category 24,Subcategory 164,Symptom 102,Medium,Medium,P3,Phone,0,0,False,14729.0,Group 25
INC0031445,Closed,Category 32,Subcategory 9,Symptom 491,Medium,High,P2,Phone,1,0,False,230.0,Group 69
INC0031446,Closed,Category 26,Subcategory 175,Symptom 491,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0031447,Closed,Category 17,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,1,0,True,97.0,Group 70
INC0031448,Closed,Category 26,Subcategory 175,Symptom 116,Medium,Medium,P3,Phone,2,0,False,18890.0,Group 24
INC0031451,Closed,Category 20,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,6.0,Group 70
INC0031452,Closed,Category 9,Subcategory 164,Symptom 491,Medium,Medium,P3,Phone,0,0,True,6039.0,Group 25
INC0031454,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,10.0,Group 70
INC0031456,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,1.0,Group 70
INC0031457,Closed,Category 35,Subcategory 28,Symptom 506,Medium,Medium,P3,Phone,0,0,True,7.0,Group 70
INC0031458,Closed,Category 42,Subcategory 223,Symptom 491,Medium,Medium,P3,Phone,1,0,True,9.0,Group 13
INC0031459,Closed,Category 42,Subcategory 223,Symptom 534,Low,Low,P4,Phone,0,0,True,4.0,Group 70
INC0031460,Closed,Category 24,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,5,0,False,251047.0,Group 9
INC0031461,Closed,Category 24,Subcategory 164,Symptom 117,Medium,Medium,P3,Phone,0,0,True,491.0,Group 29
INC0031463,Closed,Category 23,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,1,0,True,11.0,Group 70
INC0031464,Closed,Category 44,Subcategory 59,Symptom 491,Medium,Medium,P3,Phone,2,0,True,4756.0,Group 5
INC0031465,Closed,Category 61,Subcategory 36,Symptom 491,Medium,Medium,P3,Phone,1,0,True,19.0,Group 70
INC0031466,Closed,Category 26,Subcategory 275,Symptom 491,Medium,Medium,P3,Phone,1,0,True,182.0,Group 24
INC0031467,Closed,Category 23,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,1,0,True,8.0,Group 70
INC0031468,Closed,Category 9,Subcategory 202,Symptom 70,Medium,Medium,P3,Phone,0,0,True,29.0,Group 70
INC0031470,Closed,Category 9,Subcategory 164,Symptom 571,Medium,Medium,P3,Phone,0,0,False,24928.0,Group 28
INC0031471,Closed,Category 42,Subcategory 223,Symptom 491,Medium,Medium,P3,Phone,2,0,False,30746.0,Group 65
INC0031472,Closed,Category 53,Subcategory 178,Symptom 23,Medium,Medium,P3,Phone,0,0,True,5.0,Group 70
INC0031473,Closed,Category 34,Subcategory 134,Symptom 102,Medium,Medium,P3,Phone,0,0,True,350.0,Group 28
INC0031474,Closed,Category 46,Subcategory 220,Symptom 491,Medium,Medium,P3,Phone,0,0,False,40513.0,Group 66
INC0031476,Closed,Category 57,Subcategory 85,Symptom 387,Medium,Medium,P3,Phone,1,0,True,169.0,Group 56
INC0031478,Closed,Category 42,Subcategory 223,Symptom 65,Medium,Medium,P3,Phone,1,0,True,90.0,Group 39
INC0031479,Closed,Category 57,Subcategory 185,,Medium,Medium,P3,Phone,1,0,True,6008.0,Group 25
INC0031480,Closed,Category 19,Subcategory 163,Symptom 454,Medium,Medium,P3,Phone,0,0,True,37.0,Group 30
INC0031481,Closed,Category 35,Subcategory 28,Symptom 506,Medium,Medium,P3,Phone,0,0,True,5.0,Group 70
INC0031482,Closed,Category 26,Subcategory 175,Symptom 119,Medium,Medium,P3,Phone,2,0,True,4809.0,Group 70
INC0031485,Closed,Category 28,Subcategory 174,,Medium,Medium,P3,Phone,1,0,False,18802.0,Group 70
INC0031486,Closed,Category 19,Subcategory 163,Symptom 491,Medium,Medium,P3,Phone,1,0,True,464.0,Group 29
INC0031487,Closed,Category 26,Subcategory 175,Symptom 116,Medium,Medium,P3,Phone,0,0,True,43.0,Group 70
INC0031488,Closed,Category 9,Subcategory 164,Symptom 471,Medium,Medium,P3,Phone,0,0,False,14380.0,Group 25
INC0031489,Closed,Category 42,Subcategory 223,,Medium,Medium,P3,Phone,0,0,True,32.0,Group 70
INC0031490,Closed,Category 53,Subcategory 303,Symptom 583,Medium,Medium,P3,Phone,0,0,True,29.0,Group 70
INC0031491,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,6.0,Group 70
INC0031492,Closed,Category 37,Subcategory 123,Symptom 495,Medium,Medium,P3,Phone,1,0,True,459.0,Group 47
INC0031493,Closed,Category 26,Subcategory 175,Symptom 491,Medium,Medium,P3,Phone,0,0,True,20.0,Group 70
INC0031494,Closed,Category 34,Subcategory 162,,Medium,Medium,P3,Phone,1,0,True,6149.0,Group 62
INC0031495,Closed,Category 26,Subcategory 275,,Medium,Medium,P3,Phone,0,0,True,32.0,Group 70
INC0031497,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,4.0,Group 70
INC0031498,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,4.0,Group 70
INC0031499,Closed,Category 20,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,5,0,False,106604.0,Group 72
INC0031502,Closed,Category 26,Subcategory 175,Symptom 130,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0031503,Closed,Category 51,Subcategory 301,Symptom 491,Medium,Medium,P3,Phone,1,0,False,30674.0,Group 66
INC0031505,Closed,Category 42,Subcategory 223,Symptom 532,Medium,Medium,P3,Phone,1,0,True,81.0,Group 39
INC0031507,Closed,Category 46,Subcategory 150,Symptom 519,Medium,Medium,P3,Phone,0,0,True,6101.0,Group 10
INC0031508,Closed,Category 23,Subcategory 3,Symptom 9,Medium,Medium,P3,Phone,5,0,False,65107.0,Group 25
INC0031509,Closed,Category 46,Subcategory 150,Symptom 526,Medium,Medium,P3,Phone,0,0,True,86.0,Group 10
INC0031512,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,4.0,Group 70
INC0031513,Closed,Category 46,Subcategory 250,Symptom 221,Medium,Medium,P3,Phone,3,0,False,10244.0,Group 57
INC0031515,Closed,Category 42,Subcategory 29,Symptom 491,Medium,Medium,P3,Phone,0,0,True,30.0,Group 55
INC0031518,Closed,Category 28,Subcategory 174,,Medium,Medium,P3,Phone,1,0,False,27740.0,Group 30
INC0031519,Closed,Category 42,Subcategory 223,,Medium,Medium,P3,Phone,0,0,True,10.0,Group 70
INC0031520,Closed,Category 42,Subcategory 223,,Medium,Medium,P3,Phone,0,0,True,4.0,Group 70
INC0031521,Closed,Category 53,Subcategory 174,,Medium,Medium,P3,Phone,2,0,True,291.0,Group 28
INC0031522,Closed,Category 57,Subcategory 185,Symptom 491,Medium,Medium,P3,Phone,0,0,True,8.0,Group 24
INC0031523,Closed,Category 42,Subcategory 174,,Medium,Medium,P3,Phone,0,0,False,27483.0,Group 10
INC0031524,Closed,Category 46,Subcategory 150,Symptom 491,Medium,Medium,P3,Phone,2,0,True,203.0,Group 10
INC0031526,Closed,Category 46,Subcategory 251,Symptom 217,Medium,Medium,P3,Phone,0,4,False,95377.0,Group 22
INC0031527,Closed,Category 32,Subcategory 9,Symptom 491,Medium,Medium,P3,Phone,0,0,True,6.0,Group 70
INC0031528,Closed,Category 57,Subcategory 170,Symptom 513,Medium,Medium,P3,Phone,2,0,True,69.0,Group 70
INC0031530,Closed,Category 13,Subcategory 69,Symptom 10,Medium,Medium,P3,Phone,3,0,True,251.0,Group 70
INC0031531,Closed,Category 43,Subcategory 107,Symptom 213,Medium,Medium,P3,Phone,0,0,True,7267.0,Group 22
INC0031532,Closed,Category 46,Subcategory 245,Symptom 266,Medium,Medium,P3,Phone,1,0,True,7584.0,Group 57
INC0031533,Closed,Category 51,Subcategory 182,Symptom 491,High,Medium,P2,Phone,1,0,False,15.0,Group 24
INC0031534,Closed,Category 57,Subcategory 170,Symptom 514,Medium,Medium,P3,Phone,4,0,True,220.0,Group 70
INC0031536,Closed,Category 26,Subcategory 174,,Medium,Medium,P3,Phone,0,0,True,12.0,Group 70
INC0031539,Closed,Category 46,Subcategory 248,Symptom 267,Medium,Medium,P3,Phone,0,0,True,488.0,Group 57
INC0031540,Closed,Category 51,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,39.0,Group 24
INC0031542,Closed,Category 26,Subcategory 275,,Medium,Medium,P3,Phone,1,0,True,369.0,Group 30
INC0031543,Closed,Category 51,Subcategory 182,Symptom 491,High,Medium,P2,Phone,1,0,False,5.0,Group 24
INC0031545,Closed,Category 53,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,55.0,Group 28
INC0031546,Closed,Category 26,Subcategory 275,Symptom 54,Medium,Medium,P3,Phone,0,0,True,58.0,Group 70
INC0031547,Closed,Category 32,Subcategory 300,Symptom 491,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0031549,Closed,Category 26,Subcategory 175,Symptom 491,Medium,Medium,P3,Phone,0,0,True,6.0,Group 70
INC0031550,Closed,Category 23,Subcategory 174,,Medium,Medium,P3,Phone,1,0,True,268.0,Group 72
INC0031551,Closed,Category 46,Subcategory 261,Symptom 258,Medium,Medium,P3,Phone,1,0,False,14480.0,Group 57
INC0031553,Closed,Category 46,Subcategory 174,,Medium,Medium,P3,Phone,0,0,True,44.0,Group 39
INC0031554,Closed,Category 46,Subcategory 150,Symptom 526,Medium,Medium,P3,Phone,1,0,True,4609.0,Group 10
INC0031555,Closed,Category 46,Subcategory 150,Symptom 519,Medium,Medium,P3,Phone,0,0,True,351.0,Group 10
INC0031557,Closed,Category 26,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,27.0,Group 70
INC0031558,Closed,Category 32,Subcategory 174,,Medium,Medium,P3,Phone,0,0,True,5.0,Group 70
INC0031559,Closed,Category 23,Subcategory 174,,Medium,Medium,P3,Phone,1,0,True,201.0,Group 72
INC0031561,Closed,Category 26,Subcategory 275,,Medium,Medium,P3,Phone,1,0,True,305.0,Group 30
INC0031562,Closed,Category 26,Subcategory 175,Symptom 491,Medium,Medium,P3,Phone,0,0,True,11.0,Group 70
INC0031563,Closed,Category 26,Subcategory 164,Symptom 295,Medium,Medium,P3,Phone,0,0,True,13.0,Group 70
INC0031564,Closed,Category 23,Subcategory 75,Symptom 491,Medium,Medium,P3,Phone,1,0,True,22.0,Group 70
INC0031566,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,14.0,Group 70
INC0031567,Closed,Category 19,Subcategory 163,Symptom 454,High,Medium,P2,Phone,0,0,False,376.0,Group 59
INC0031568,Closed,Category 42,Subcategory 223,,Medium,Medium,P3,Phone,0,0,True,10.0,Group 70
INC0031569,Closed,Category 20,Subcategory 103,Symptom 387,Medium,Medium,P3,Phone,0,0,True,21.0,Group 70
INC0031572,Closed,Category 32,Subcategory 9,Symptom 491,Medium,Medium,P3,Phone,0,0,True,5.0,Group 70
INC0031573,Closed,Category 9,Subcategory 174,,Medium,Medium,P3,Phone,0,0,True,4534.0,Group 24
INC0031574,Closed,Category 42,Subcategory 223,Symptom 491,Medium,Medium,P3,Phone,1,0,True,24.0,Group 39
INC0031576,Closed,Category 23,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,1,0,True,27.0,Group 70
INC0031577,Closed,Category 46,Subcategory 233,Symptom 491,Medium,Medium,P3,Phone,0,0,True,265.0,Group 21
INC0031578,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,15.0,Group 70
INC0031579,Closed,Category 46,Subcategory 259,Symptom 520,Medium,Medium,P3,Phone,1,0,True,396.0,Group 6
INC0031581,Closed,Category 53,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,False,16092.0,Group 24
INC0031582,Closed,Category 53,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,1,0,True,5655.0,Group 23
INC0031583,Closed,Category 9,Subcategory 174,,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0031584,Closed,Category 32,Subcategory 9,Symptom 105,Medium,Medium,P3,Phone,0,0,True,10.0,Group 70
INC0031585,Closed,Category 34,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,190.0,Group 27
INC0031586,Closed,Category 23,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,1,0,False,98320.0,Group 63
INC0031587,Closed,Category 57,Subcategory 159,Symptom 491,Medium,Medium,P3,Phone,0,0,True,321.0,Group 65
INC0031589,Closed,Category 26,Subcategory 164,Symptom 295,Medium,Medium,P3,Phone,0,0,True,20.0,Group 70
INC0031590,Closed,Category 53,Subcategory 174,,Medium,Medium,P3,Phone,0,0,True,202.0,Group 25
INC0031592,Closed,Category 42,Subcategory 223,,Medium,Medium,P3,Phone,0,0,True,7.0,Group 70
INC0031593,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,1,True,212.0,Group 70
INC0031594,Closed,Category 46,Subcategory 255,Symptom 491,High,High,P1,Phone,2,0,False,4180.0,Group 12
INC0031595,Closed,Category 46,Subcategory 251,,Medium,Medium,P3,Phone,0,0,False,69361.0,Group 22
INC0031596,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,12.0,Group 70
INC0031597,Closed,Category 26,Subcategory 175,Symptom 491,Medium,Medium,P3,Phone,0,0,True,22.0,Group 70
INC0031598,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,42.0,Group 70
INC0031599,Closed,Category 46,Subcategory 150,,Medium,Medium,P3,Phone,0,0,True,4326.0,Group 10
INC0031600,Closed,Category 26,Subcategory 175,Symptom 491,Medium,Medium,P3,Phone,0,0,True,15.0,Group 70
INC0031601,Closed,Category 42,Subcategory 223,,Medium,Medium,P3,Phone,0,0,True,4.0,Group 70
INC0031602,Closed,Category 53,Subcategory 82,Symptom 296,Low,Medium,P4,Phone,0,0,True,36.0,Group 76
INC0031603,Closed,Category 9,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,1,0,True,346.0,Group 24
INC0031605,Closed,Category 37,Subcategory 135,Symptom 495,Medium,Medium,P3,Phone,0,0,True,121.0,Group 49
INC0031606,Closed,Category 42,Subcategory 29,Symptom 491,Medium,Medium,P3,Phone,0,0,True,12.0,Group 55
INC0031607,Closed,Category 57,Subcategory 146,Symptom 491,Medium,Medium,P3,Phone,4,0,True,4602.0,Group 54
INC0031608,Closed,Category 26,Subcategory 164,Symptom 295,Medium,Medium,P3,Phone,1,0,True,4470.0,Group 28
INC0031609,Closed,Category 20,Subcategory 174,,Medium,Medium,P3,Phone,0,0,True,10.0,Group 70
INC0031610,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,4.0,Group 70
INC0031611,Closed,Category 26,Subcategory 175,Symptom 491,Medium,Medium,P3,Phone,0,0,True,2.0,Group 70
INC0031614,Closed,Category 9,Subcategory 174,,Medium,Medium,P3,Phone,0,0,True,339.0,Group 27
INC0031615,Closed,Category 23,Subcategory 75,Symptom 455,Medium,Medium,P3,Phone,1,0,True,326.0,Group 27
INC0031616,Closed,Category 32,Subcategory 9,Symptom 491,Medium,Medium,P3,Phone,0,0,True,17.0,Group 70
INC0031617,Closed,Category 53,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,219.0,Group 30
INC0031620,Closed,Category 9,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,8,0,False,20191.0,Group 23
INC0031622,Closed,Category 26,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,2.0,Group 70
INC0031623,Closed,Category 46,Subcategory 72,Symptom 491,Medium,Medium,P3,Phone,0,0,True,7215.0,Group 10
INC0031624,Closed,Category 42,Subcategory 223,Symptom 532,Medium,Medium,P3,Phone,1,0,True,168.0,Group 39
INC0031625,Closed,Category 23,Subcategory 174,,Medium,Medium,P3,Phone,1,0,True,4114.0,Group 24
INC0031627,Closed,Category 57,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,6055.0,Group 24
INC0031628,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,6.0,Group 70
INC0031631,Closed,Category 9,Subcategory 164,,Medium,Medium,P3,Phone,0,0,True,4099.0,Group 24
INC0031632,Closed,Category 17,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,11.0,Group 70
INC0031633,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0031634,Closed,Category 46,Subcategory 242,Symptom 274,Medium,Medium,P3,Phone,1,0,False,28659.0,Group 57
INC0031635,Closed,Category 26,Subcategory 174,,Medium,Medium,P3,Phone,1,0,True,4312.0,Group 24
INC0031636,Closed,Category 46,Subcategory 251,Symptom 491,Medium,Medium,P3,Phone,0,0,False,16031.0,Group 22
INC0031637,Closed,Category 26,Subcategory 175,,Medium,Medium,P3,Phone,0,0,True,159.0,Group 70
INC0031640,Closed,Category 32,Subcategory 9,Symptom 491,Medium,Medium,P3,Phone,2,0,False,18852.0,Group 70
INC0031641,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,10.0,Group 70
INC0031643,Closed,Category 46,Subcategory 94,Symptom 491,Medium,Medium,P3,Phone,0,0,True,215.0,Group 33
INC0031644,Closed,Category 32,Subcategory 300,Symptom 491,Medium,Medium,P3,Phone,0,0,True,7005.0,Group 70
INC0031646,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,7.0,Group 70
INC0031647,Closed,Category 26,Subcategory 164,Symptom 295,Medium,Medium,P3,Phone,0,0,True,11.0,Group 70
INC0031650,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,4.0,Group 70
INC0031651,Closed,Category 9,Subcategory 164,Symptom 571,Medium,Medium,P3,Phone,0,0,False,14345.0,Group 25
INC0031652,Closed,Category 32,Subcategory 9,Symptom 491,Medium,Medium,P3,Phone,0,0,True,30.0,Group 70
INC0031653,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,5.0,Group 70
INC0031654,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,19.0,Group 70
INC0031655,Closed,Category 42,Subcategory 223,,Medium,Medium,P3,Phone,0,0,True,21.0,Group 70
INC0031656,Closed,Category 26,Subcategory 175,Symptom 119,Medium,Medium,P3,Phone,0,0,True,31.0,Group 70
INC0031657,Closed,Category 23,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,2,0,True,4469.0,Group 60
INC0031658,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,4.0,Group 70
INC0031659,Closed,Category 42,Subcategory 223,Symptom 491,Medium,Medium,P3,Phone,1,0,True,95.0,Group 39
INC0031660,Closed,Category 46,Subcategory 223,Symptom 491,Medium,Medium,P3,Phone,3,0,True,6979.0,Group 70
INC0031662,Closed,Category 20,Subcategory 125,Symptom 491,Medium,Medium,P3,Phone,7,0,True,5802.0,Group 28
INC0031664,Closed,Category 40,Subcategory 44,,Medium,Medium,P3,Phone,1,0,True,143.0,Group 33
INC0031665,Closed,Category 32,Subcategory 9,Symptom 491,Medium,Medium,P3,Phone,0,0,True,30.0,Group 70
INC0031667,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,9.0,Group 70
